device:browser,device:os,device:type,geo:city,geo:country,geo:ip_address,geo:state,info:cart_contents,info:conversion,info:duration,info:end_time,info:referrer,info:session_id,info:start_time,info:user_id,info:viewed_products,row_key
Chrome,Windows,desktop,Lake Caitlintown,PA,119.108.56.202,PW,"{""prod_03044"": {""quantity"": 2, ""price"": 458.56}, ""prod_03477"": {""quantity"": 1, ""price"": 270.74}}",converted,1908,2025-05-17T11:50:56,direct,sess_e2b25f6063,2025-05-17T11:19:08,user_000042,"[""prod_02132"", ""prod_03477"", ""prod_03044"", ""prod_00396""]",user_000042_2025-05-17T11:19:08_sess_e2b25f6063
Safari,Android,mobile,Lake Caitlintown,PA,183.139.80.14,PW,"{""prod_02980"": {""quantity"": 3, ""price"": 219.39}}",abandoned,1265,2025-05-18T00:31:55,affiliate,sess_cc87dc6c45,2025-05-18T00:10:50,user_000042,"[""prod_00136"", ""prod_02263"", ""prod_02980""]",user_000042_2025-05-18T00:10:50_sess_cc87dc6c45
Firefox,Android,tablet,Lake Caitlintown,PA,222.224.149.177,PW,"{""prod_01668"": {""quantity"": 1, ""price"": 92.39}}",abandoned,606,2025-05-19T08:48:44,social,sess_382f6c9501,2025-05-19T08:38:38,user_000042,"[""prod_00136"", ""prod_01668""]",user_000042_2025-05-19T08:38:38_sess_382f6c9501
Firefox,macOS,desktop,Lake Caitlintown,PA,107.92.191.53,PW,"{""prod_00805"": {""quantity"": 1, ""price"": 127.16}}",converted,3387,2025-05-19T18:02:14,search_engine,sess_489433f0d5,2025-05-19T17:05:47,user_000042,"[""prod_00805""]",user_000042_2025-05-19T17:05:47_sess_489433f0d5
Safari,iOS,desktop,Lake Caitlintown,PA,183.212.104.92,PW,{},browsed,1739,2025-05-19T21:55:28,social,sess_d823808f41,2025-05-19T21:26:29,user_000042,"[""prod_01235"", ""prod_02359"", ""prod_02422"", ""prod_03313""]",user_000042_2025-05-19T21:26:29_sess_d823808f41
Edge,iOS,tablet,Lake Caitlintown,PA,91.233.3.196,PW,"{""prod_00320"": {""quantity"": 2, ""price"": 146.45}, ""prod_02767"": {""quantity"": 2, ""price"": 309.32}}",converted,325,2025-05-20T11:09:05,search_engine,sess_36cbb21d67,2025-05-20T11:03:40,user_000042,"[""prod_00320"", ""prod_01754"", ""prod_00565"", ""prod_01585"", ""prod_02767""]",user_000042_2025-05-20T11:03:40_sess_36cbb21d67
Firefox,Windows,tablet,Lake Caitlintown,PA,112.51.255.228,PW,"{""prod_04328"": {""quantity"": 3, ""price"": 224.45}, ""prod_00721"": {""quantity"": 3, ""price"": 383.35}, ""prod_03318"": {""quantity"": 2, ""price"": 377.38}, ""prod_00916"": {""quantity"": 1, ""price"": 25.12}, ""prod_03965"": {""quantity"": 1, ""price"": 177.26}, ""prod_03448"": {""quantity"": 1, ""price"": 448.91}}",converted,1864,2025-05-20T19:33:47,affiliate,sess_18481fff74,2025-05-20T19:02:43,user_000042,"[""prod_00916"", ""prod_00721"", ""prod_02919"", ""prod_03965"", ""prod_03318"", ""prod_04919"", ""prod_04328"", ""prod_03448""]",user_000042_2025-05-20T19:02:43_sess_18481fff74
Firefox,macOS,tablet,Lake Caitlintown,PA,171.196.27.22,PW,"{""prod_04256"": {""quantity"": 3, ""price"": 300.91}, ""prod_01808"": {""quantity"": 1, ""price"": 81.27}}",converted,191,2025-05-21T05:32:21,direct,sess_7b41e7877d,2025-05-21T05:29:10,user_000042,"[""prod_01808"", ""prod_04256"", ""prod_03102"", ""prod_04411""]",user_000042_2025-05-21T05:29:10_sess_7b41e7877d
Chrome,Android,tablet,Lake Caitlintown,PA,205.77.91.152,PW,"{""prod_01510"": {""quantity"": 2, ""price"": 403.19}, ""prod_00139"": {""quantity"": 3, ""price"": 251.14}}",abandoned,1248,2025-05-21T20:41:43,affiliate,sess_6237a9b6f9,2025-05-21T20:20:55,user_000042,"[""prod_04341"", ""prod_00139"", ""prod_01510""]",user_000042_2025-05-21T20:20:55_sess_6237a9b6f9
Edge,iOS,tablet,Lake Caitlintown,PA,124.77.146.8,PW,"{""prod_03320"": {""quantity"": 2, ""price"": 496.82}, ""prod_00023"": {""quantity"": 1, ""price"": 291.56}}",abandoned,2570,2025-05-22T04:05:17,direct,sess_5264d55de4,2025-05-22T03:22:27,user_000042,"[""prod_03320"", ""prod_00267"", ""prod_00023""]",user_000042_2025-05-22T03:22:27_sess_5264d55de4
Edge,macOS,desktop,Lake Caitlintown,PA,138.228.134.32,PW,"{""prod_00345"": {""quantity"": 3, ""price"": 290.42}}",abandoned,2780,2025-05-22T22:53:07,social,sess_19bfe3c79d,2025-05-22T22:06:47,user_000042,"[""prod_01651"", ""prod_00345"", ""prod_00860""]",user_000042_2025-05-22T22:06:47_sess_19bfe3c79d
Safari,iOS,mobile,Lake Caitlintown,PA,196.47.237.8,PW,{},browsed,2424,2025-05-22T23:15:42,affiliate,sess_c4d0e097a9,2025-05-22T22:35:18,user_000042,"[""prod_03526"", ""prod_00875""]",user_000042_2025-05-22T22:35:18_sess_c4d0e097a9
Safari,Android,tablet,Lake Caitlintown,PA,197.120.157.64,PW,"{""prod_00980"": {""quantity"": 2, ""price"": 377.62}}",abandoned,1708,2025-05-23T00:24:01,affiliate,sess_cfb8429d63,2025-05-22T23:55:33,user_000042,"[""prod_04458"", ""prod_04769"", ""prod_00801"", ""prod_00803"", ""prod_00980""]",user_000042_2025-05-22T23:55:33_sess_cfb8429d63
Edge,Android,mobile,Lake Caitlintown,PA,222.27.228.145,PW,"{""prod_03335"": {""quantity"": 2, ""price"": 306.38}, ""prod_03958"": {""quantity"": 1, ""price"": 448.55}, ""prod_01387"": {""quantity"": 2, ""price"": 417.16}, ""prod_00094"": {""quantity"": 3, ""price"": 378.44}}",abandoned,3048,2025-05-23T03:49:04,email,sess_253c7b6fc0,2025-05-23T02:58:16,user_000042,"[""prod_00094"", ""prod_01387"", ""prod_03958"", ""prod_03335"", ""prod_01497"", ""prod_00657""]",user_000042_2025-05-23T02:58:16_sess_253c7b6fc0
Firefox,macOS,tablet,Lake Caitlintown,PA,4.42.21.205,PW,"{""prod_01113"": {""quantity"": 2, ""price"": 238.36}}",converted,996,2025-05-23T08:37:17,search_engine,sess_b5350c4cfa,2025-05-23T08:20:41,user_000042,"[""prod_02014"", ""prod_04609"", ""prod_01113"", ""prod_01459"", ""prod_04396""]",user_000042_2025-05-23T08:20:41_sess_b5350c4cfa
Firefox,Windows,desktop,Lake Caitlintown,PA,50.254.154.89,PW,"{""prod_03953"": {""quantity"": 2, ""price"": 265.29}}",abandoned,3190,2025-05-23T12:58:12,search_engine,sess_a41830339c,2025-05-23T12:05:02,user_000042,"[""prod_02014"", ""prod_03953"", ""prod_01476"", ""prod_03273"", ""prod_03897"", ""prod_01953""]",user_000042_2025-05-23T12:05:02_sess_a41830339c
Safari,macOS,tablet,Lake Caitlintown,PA,52.192.242.151,PW,"{""prod_01638"": {""quantity"": 2, ""price"": 97.61}}",abandoned,577,2025-05-23T13:25:11,email,sess_cdf08ecac5,2025-05-23T13:15:34,user_000042,"[""prod_01638""]",user_000042_2025-05-23T13:15:34_sess_cdf08ecac5
Chrome,macOS,tablet,Lake Caitlintown,PA,89.251.25.2,PW,{},browsed,1947,2025-05-24T12:45:25,email,sess_2105c9a253,2025-05-24T12:12:58,user_000042,"[""prod_03208"", ""prod_00237""]",user_000042_2025-05-24T12:12:58_sess_2105c9a253
Safari,Android,tablet,Lake Caitlintown,PA,142.5.95.56,PW,{},browsed,1278,2025-05-25T02:16:58,direct,sess_99d0ed5375,2025-05-25T01:55:40,user_000042,"[""prod_03302"", ""prod_04727"", ""prod_03170""]",user_000042_2025-05-25T01:55:40_sess_99d0ed5375
Firefox,Android,desktop,Lake Caitlintown,PA,187.80.114.166,PW,{},browsed,321,2025-05-25T11:25:31,email,sess_acc378b504,2025-05-25T11:20:10,user_000042,"[""prod_00144"", ""prod_02665"", ""prod_00285"", ""prod_04154""]",user_000042_2025-05-25T11:20:10_sess_acc378b504
Safari,iOS,mobile,Lake Caitlintown,PA,125.195.152.78,PW,{},browsed,1290,2025-05-25T12:21:51,direct,sess_3744fa6966,2025-05-25T12:00:21,user_000042,"[""prod_03529""]",user_000042_2025-05-25T12:00:21_sess_3744fa6966
Firefox,Windows,desktop,Lake Caitlintown,PA,2.171.158.106,PW,{},browsed,1689,2025-05-25T12:48:06,affiliate,sess_9990013c4b,2025-05-25T12:19:57,user_000042,"[""prod_01632""]",user_000042_2025-05-25T12:19:57_sess_9990013c4b
Firefox,macOS,desktop,Lake Caitlintown,PA,211.103.176.134,PW,"{""prod_03570"": {""quantity"": 3, ""price"": 225.62}}",abandoned,1303,2025-05-25T14:02:31,social,sess_97a10eecf1,2025-05-25T13:40:48,user_000042,"[""prod_04448"", ""prod_04329"", ""prod_03570"", ""prod_04318"", ""prod_04939"", ""prod_02779""]",user_000042_2025-05-25T13:40:48_sess_97a10eecf1
Safari,Android,tablet,Lake Caitlintown,PA,203.169.207.122,PW,"{""prod_01408"": {""quantity"": 3, ""price"": 157.67}, ""prod_03641"": {""quantity"": 1, ""price"": 424.92}}",abandoned,1698,2025-05-25T20:36:28,email,sess_dea67c2a86,2025-05-25T20:08:10,user_000042,"[""prod_04312"", ""prod_00721"", ""prod_03641"", ""prod_01408"", ""prod_02017"", ""prod_04486""]",user_000042_2025-05-25T20:08:10_sess_dea67c2a86
Chrome,iOS,desktop,Lake Caitlintown,PA,63.165.138.101,PW,{},browsed,2569,2025-05-26T03:23:27,direct,sess_f2b94f7ff7,2025-05-26T02:40:38,user_000042,"[""prod_01216"", ""prod_02919""]",user_000042_2025-05-26T02:40:38_sess_f2b94f7ff7
Safari,Android,mobile,Lake Caitlintown,PA,61.12.77.182,PW,"{""prod_02785"": {""quantity"": 1, ""price"": 137.87}}",converted,2082,2025-05-26T10:28:26,email,sess_b793a570c6,2025-05-26T09:53:44,user_000042,"[""prod_01912"", ""prod_04190"", ""prod_00345"", ""prod_02785""]",user_000042_2025-05-26T09:53:44_sess_b793a570c6
Chrome,Windows,desktop,Lake Caitlintown,PA,119.127.119.220,PW,{},browsed,2062,2025-05-26T18:35:36,email,sess_f364cd958c,2025-05-26T18:01:14,user_000042,"[""prod_00474""]",user_000042_2025-05-26T18:01:14_sess_f364cd958c
Safari,macOS,tablet,Lake Caitlintown,PA,39.142.35.165,PW,"{""prod_00534"": {""quantity"": 2, ""price"": 82.87}, ""prod_01670"": {""quantity"": 3, ""price"": 302.73}, ""prod_01043"": {""quantity"": 2, ""price"": 218.84}}",abandoned,2687,2025-05-27T08:50:41,search_engine,sess_3fcf18b01a,2025-05-27T08:05:54,user_000042,"[""prod_01670"", ""prod_00534"", ""prod_04440"", ""prod_04308"", ""prod_01043""]",user_000042_2025-05-27T08:05:54_sess_3fcf18b01a
Edge,Android,tablet,Lake Caitlintown,PA,110.115.73.189,PW,"{""prod_04387"": {""quantity"": 2, ""price"": 22.89}, ""prod_04054"": {""quantity"": 1, ""price"": 377.63}}",abandoned,302,2025-05-27T09:46:39,affiliate,sess_18909decc7,2025-05-27T09:41:37,user_000042,"[""prod_02580"", ""prod_04608"", ""prod_04387"", ""prod_02002"", ""prod_04054""]",user_000042_2025-05-27T09:41:37_sess_18909decc7
Firefox,Windows,desktop,Lake Caitlintown,PA,155.246.72.220,PW,"{""prod_02892"": {""quantity"": 3, ""price"": 377.92}}",converted,3228,2025-05-28T00:09:23,search_engine,sess_5ccadaebdf,2025-05-27T23:15:35,user_000042,"[""prod_03501"", ""prod_04982"", ""prod_02562"", ""prod_02892""]",user_000042_2025-05-27T23:15:35_sess_5ccadaebdf
Safari,Android,desktop,Lake Caitlintown,PA,99.53.219.55,PW,{},browsed,2054,2025-05-29T03:52:04,email,sess_81b89084ca,2025-05-29T03:17:50,user_000042,"[""prod_04846""]",user_000042_2025-05-29T03:17:50_sess_81b89084ca
Firefox,Windows,mobile,Lake Caitlintown,PA,2.241.21.187,PW,"{""prod_03963"": {""quantity"": 3, ""price"": 408.95}, ""prod_02616"": {""quantity"": 2, ""price"": 324.55}, ""prod_00968"": {""quantity"": 1, ""price"": 379.63}}",converted,2586,2025-05-29T11:21:01,search_engine,sess_5e20b5b8d8,2025-05-29T10:37:55,user_000042,"[""prod_00968"", ""prod_02023"", ""prod_02616"", ""prod_03963""]",user_000042_2025-05-29T10:37:55_sess_5e20b5b8d8
Edge,macOS,tablet,Lake Caitlintown,PA,157.209.150.41,PW,"{""prod_00499"": {""quantity"": 1, ""price"": 128.98}}",abandoned,2082,2025-05-29T11:44:44,direct,sess_ad86ff0e1c,2025-05-29T11:10:02,user_000042,"[""prod_01415"", ""prod_00499"", ""prod_03462""]",user_000042_2025-05-29T11:10:02_sess_ad86ff0e1c
Safari,Windows,tablet,Lake Caitlintown,PA,171.100.183.112,PW,"{""prod_02413"": {""quantity"": 3, ""price"": 440.14}}",abandoned,2103,2025-05-30T02:10:24,social,sess_4c254f68ee,2025-05-30T01:35:21,user_000042,"[""prod_02413"", ""prod_03182"", ""prod_03484""]",user_000042_2025-05-30T01:35:21_sess_4c254f68ee
