product_id,product_name,category_id,category_name,total_revenue
prod_01277,Advanced Demand-Driven Projection,cat_013,Smith Ltd,233.84
prod_04385,De-Engineered Interactive Time-Frame,cat_000,"Rodriguez, Figueroa and Sanchez",233.67
prod_03334,Innovative Client-Server Paradigm,cat_020,"Brewer, Bryant and Hickman",233.56
prod_02256,Down-Sized Uniform Concept,cat_007,"Moore, Becker and Carlson",231.63
prod_04437,Balanced 4Thgeneration Concept,cat_004,Kelly-Santiago,230.4
prod_03236,Persevering 24/7 Matrix,cat_002,James LLC,229.77
prod_04674,Multi-Lateral Reciprocal Complexity,cat_009,Skinner-Romero,229.41
prod_02307,Fully-Configurable Dynamic Matrices,cat_012,Carney-Santos,228.57
prod_02682,Open-Source Bi-Directional Methodology,cat_021,Mitchell-Kim,227.81
prod_04559,Versatile Mission-Critical Ability,cat_003,Bush Inc,227.0
prod_02314,Optimized Composite Interface,cat_020,"Brewer, Bryant and Hickman",225.43
prod_04616,Re-Engineered Full-Range Firmware,cat_018,Phillips Inc,225.39
prod_02978,Streamlined 5Thgeneration Contingency,cat_017,Hancock Inc,223.43
prod_02706,Streamlined Directional Framework,cat_017,Hancock Inc,222.75
prod_03999,Optional Eco-Centric Hardware,cat_023,King-Odonnell,222.22
prod_03783,Phased Dynamic Definition,cat_021,Mitchell-Kim,220.92
prod_03159,Robust Encompassing Alliance,cat_019,Powell PLC,215.52
prod_01524,De-Engineered Motivating Archive,cat_021,Mitchell-Kim,215.4
prod_04409,Virtual Radical Synergy,cat_002,James LLC,214.46
prod_01410,Persevering Value-Added Paradigm,cat_016,Wright-Leblanc,213.75
prod_04255,Mandatory Disintermediate Pricing Structure,cat_016,Wright-Leblanc,213.16
prod_01582,Reverse-Engineered Disintermediate Matrix,cat_008,Rodriguez-Graham,211.65
prod_04350,Implemented Systemic Productivity,cat_017,Hancock Inc,210.91
prod_02133,Customer-Focused 24/7 Policy,cat_024,"Patterson, Smith and Jones",209.74
prod_04008,Integrated Composite Model,cat_008,Rodriguez-Graham,209.37
prod_00431,Vision-Oriented Reciprocal Leverage,cat_012,Carney-Santos,208.27
prod_03348,Organized Non-Volatile Model,cat_022,Preston Ltd,206.65
prod_04001,Down-Sized Directional Paradigm,cat_017,Hancock Inc,205.89
prod_03626,Expanded System-Worthy Budgetary Management,cat_006,"Ellis, Baker and Wright",205.17
prod_04659,Cross-Platform Background Forecast,cat_003,Bush Inc,205.06
prod_04077,Configurable Dynamic Complexity,cat_011,Spence PLC,204.33
prod_01507,Universal Motivating Flexibility,cat_018,Phillips Inc,204.07
prod_03601,Robust Coherent Pricing Structure,cat_024,"Patterson, Smith and Jones",202.55
prod_01750,User-Friendly Even-Keeled Paradigm,cat_000,"Rodriguez, Figueroa and Sanchez",202.29
prod_01144,Cross-Group Neutral Forecast,cat_001,Baldwin Ltd,201.78
prod_01090,Managed Uniform Budgetary Management,cat_014,"Anderson, Walls and Duncan",200.46
prod_01291,Up-Sized Fresh-Thinking Portal,cat_004,Kelly-Santiago,200.0
prod_00333,Cloned Multi-Tasking Moratorium,cat_015,Owens-Daniel,198.44
prod_03717,Optimized Incremental Strategy,cat_008,Rodriguez-Graham,196.44
prod_01162,Secured Heuristic Collaboration,cat_016,Wright-Leblanc,196.38
prod_00224,Cloned Clear-Thinking Focus Group,cat_010,Burns-Rodriguez,193.82
prod_01592,Self-Enabling Actuating Function,cat_010,Burns-Rodriguez,193.08
prod_04621,Persistent Well-Modulated Moderator,cat_024,"Patterson, Smith and Jones",191.82
prod_02724,De-Engineered Encompassing Focus Group,cat_021,Mitchell-Kim,191.66
prod_01709,Persistent Tertiary Open System,cat_022,Preston Ltd,190.07
prod_03561,Intuitive Bi-Directional Workforce,cat_007,"Moore, Becker and Carlson",189.6
prod_01348,Ameliorated Grid-Enabled Software,cat_009,Skinner-Romero,188.84
prod_04312,Switchable Empowering Encryption,cat_018,Phillips Inc,188.34
prod_01977,Multi-Channeled Empowering Help-Desk,cat_023,King-Odonnell,187.24
prod_00220,Balanced Upward-Trending Toolset,cat_013,Smith Ltd,186.34
prod_02739,Fully-Configurable Asynchronous Data-Warehouse,cat_002,James LLC,186.34
prod_04520,Stand-Alone National Functionalities,cat_013,Smith Ltd,185.71
prod_02757,Seamless Actuating Infrastructure,cat_020,"Brewer, Bryant and Hickman",184.05
prod_04147,Optimized Demand-Driven Superstructure,cat_017,Hancock Inc,181.7
prod_02777,Virtual Fault-Tolerant Strategy,cat_010,Burns-Rodriguez,181.68
prod_00481,Down-Sized Fresh-Thinking Model,cat_009,Skinner-Romero,181.16
prod_00035,Enhanced Tangible Model,cat_024,"Patterson, Smith and Jones",180.96
prod_03447,Diverse 4Thgeneration Methodology,cat_000,"Rodriguez, Figueroa and Sanchez",178.3
prod_03801,Balanced Multimedia Approach,cat_024,"Patterson, Smith and Jones",176.37
prod_02628,Integrated Neutral Website,cat_018,Phillips Inc,176.34
prod_00668,Inverse Optimal Ability,cat_009,Skinner-Romero,175.34
prod_04296,Mandatory 4Thgeneration Alliance,cat_019,Powell PLC,174.69
prod_03056,Cloned Mobile Open Architecture,cat_012,Carney-Santos,174.0
prod_02195,Object-Based Discrete Emulation,cat_019,Powell PLC,173.88
prod_01414,Devolved Bottom-Line Solution,cat_024,"Patterson, Smith and Jones",172.68
prod_04427,Assimilated Neutral Website,cat_014,"Anderson, Walls and Duncan",172.67
prod_04567,Self-Enabling Global Superstructure,cat_003,Bush Inc,172.43
prod_03068,Pre-Emptive Radical Installation,cat_010,Burns-Rodriguez,172.16
prod_03634,Total Zero Administration Knowledge User,cat_013,Smith Ltd,171.6
prod_00340,Enterprise-Wide Client-Driven Architecture,cat_017,Hancock Inc,169.33
prod_04278,Re-Contextualized Didactic Knowledge User,cat_003,Bush Inc,168.52
prod_00242,Future-Proofed Tangible Task-Force,cat_021,Mitchell-Kim,165.96
prod_04532,Quality-Focused Object-Oriented Benchmark,cat_017,Hancock Inc,165.78
prod_00497,Public-Key Homogeneous Emulation,cat_023,King-Odonnell,161.61
prod_00026,Organic Leadingedge Service-Desk,cat_014,"Anderson, Walls and Duncan",161.51
prod_02532,Advanced Heuristic Definition,cat_002,James LLC,161.5
prod_02350,Organized Bifurcated Matrices,cat_001,Baldwin Ltd,161.42
prod_03492,Compatible Eco-Centric Strategy,cat_002,James LLC,160.05
prod_02581,Expanded 3Rdgeneration Hierarchy,cat_006,"Ellis, Baker and Wright",157.18
prod_01543,Future-Proofed Full-Range Flexibility,cat_006,"Ellis, Baker and Wright",156.78
prod_01724,Operative Scalable Help-Desk,cat_007,"Moore, Becker and Carlson",156.07
prod_00469,Fundamental Solution-Oriented Hierarchy,cat_018,Phillips Inc,154.56
prod_02337,Centralized Heuristic Groupware,cat_016,Wright-Leblanc,152.74
prod_03378,Fundamental Methodical Framework,cat_011,Spence PLC,152.71
prod_02784,Future-Proofed 4Thgeneration Leverage,cat_001,Baldwin Ltd,151.86
prod_04242,Exclusive Responsive Initiative,cat_013,Smith Ltd,150.34
prod_02531,Open-Source Reciprocal Frame,cat_024,"Patterson, Smith and Jones",148.78
prod_00774,Progressive Heuristic Throughput,cat_017,Hancock Inc,148.76
prod_01083,Compatible Multi-State Extranet,cat_008,Rodriguez-Graham,148.35
prod_03664,User-Friendly Disintermediate Software,cat_018,Phillips Inc,148.05
prod_00476,Synchronized Didactic Task-Force,cat_015,Owens-Daniel,147.97
prod_02030,Pre-Emptive Transitional Knowledgebase,cat_018,Phillips Inc,146.64
prod_02064,Intuitive Client-Server Installation,cat_001,Baldwin Ltd,144.07
prod_02915,Re-Engineered Disintermediate Model,cat_024,"Patterson, Smith and Jones",143.34
prod_04293,Programmable Client-Server Process Improvement,cat_016,Wright-Leblanc,142.14
prod_00056,Reverse-Engineered Non-Volatile Protocol,cat_018,Phillips Inc,141.89
prod_01802,Down-Sized 3Rdgeneration Monitoring,cat_001,Baldwin Ltd,141.0
prod_01326,Down-Sized Grid-Enabled Pricing Structure,cat_018,Phillips Inc,139.98
prod_00503,User-Centric 6Thgeneration Initiative,cat_008,Rodriguez-Graham,138.27
prod_04838,Optimized Mission-Critical Solution,cat_013,Smith Ltd,137.6
prod_00197,Inverse Reciprocal Definition,cat_002,James LLC,137.52
prod_00771,Pre-Emptive Grid-Enabled Open System,cat_017,Hancock Inc,133.84
prod_03859,Multi-Layered Logistical Leverage,cat_021,Mitchell-Kim,133.63
prod_01601,Devolved Bandwidth-Monitored Utilization,cat_019,Powell PLC,132.9
prod_02718,Mandatory Grid-Enabled Matrices,cat_003,Bush Inc,132.4
prod_00759,Reduced Optimizing Firmware,cat_004,Kelly-Santiago,132.0
prod_04485,Up-Sized Scalable Interface,cat_019,Powell PLC,131.52
prod_02298,Devolved Transitional Leverage,cat_011,Spence PLC,131.16
prod_03624,Compatible Transitional Database,cat_019,Powell PLC,130.85
prod_02747,Proactive Modular Analyzer,cat_004,Kelly-Santiago,129.8
prod_04662,Right-Sized Executive Implementation,cat_012,Carney-Santos,129.64
prod_04635,Configurable Object-Oriented Utilization,cat_011,Spence PLC,129.33
prod_00017,Synergized Uniform Support,cat_015,Owens-Daniel,128.64
prod_04803,Organic Encompassing Installation,cat_024,"Patterson, Smith and Jones",128.05
prod_02787,Profit-Focused Intermediate Migration,cat_023,King-Odonnell,127.45
prod_04031,Compatible Radical Hub,cat_010,Burns-Rodriguez,122.08
prod_02654,Sharable Context-Sensitive Artificial Intelligence,cat_017,Hancock Inc,121.66
prod_03470,Polarized Mission-Critical Hardware,cat_001,Baldwin Ltd,120.72
prod_00174,Sharable Interactive Solution,cat_011,Spence PLC,120.12
prod_04700,Organized Bi-Directional Encryption,cat_012,Carney-Santos,120.09
prod_03659,Adaptive Non-Volatile Approach,cat_021,Mitchell-Kim,119.9
prod_03550,Proactive Directional Solution,cat_006,"Ellis, Baker and Wright",119.73
prod_03331,User-Friendly System-Worthy Capacity,cat_020,"Brewer, Bryant and Hickman",119.04
prod_02150,Secured Didactic Encoding,cat_007,"Moore, Becker and Carlson",117.34
prod_02559,Pre-Emptive Composite Budgetary Management,cat_021,Mitchell-Kim,117.03
prod_02685,Vision-Oriented Logistical Neural-Net,cat_014,"Anderson, Walls and Duncan",110.67
prod_01542,Public-Key Scalable Help-Desk,cat_007,"Moore, Becker and Carlson",107.42
prod_04587,Digitized Secondary Ability,cat_006,"Ellis, Baker and Wright",107.22
prod_01579,Networked Bi-Directional Product,cat_021,Mitchell-Kim,106.96
prod_01052,Function-Based Bandwidth-Monitored Customer Loyalty,cat_007,"Moore, Becker and Carlson",106.31
prod_03427,Future-Proofed Discrete Data-Warehouse,cat_000,"Rodriguez, Figueroa and Sanchez",105.72
prod_04961,Adaptive Analyzing Array,cat_017,Hancock Inc,103.28
prod_02213,Enterprise-Wide Dedicated Architecture,cat_000,"Rodriguez, Figueroa and Sanchez",103.0
prod_02774,Advanced Static Data-Warehouse,cat_009,Skinner-Romero,100.72
prod_00916,Face-To-Face Upward-Trending Capacity,cat_016,Wright-Leblanc,100.48
prod_01763,Inverse Modular Budgetary Management,cat_010,Burns-Rodriguez,100.26
prod_01954,Ergonomic Background Framework,cat_012,Carney-Santos,98.02
prod_01587,Persevering Systematic Monitoring,cat_013,Smith Ltd,94.14999999999999
prod_02937,De-Engineered Leadingedge Contingency,cat_013,Smith Ltd,92.62
prod_01635,Phased Maximized Focus Group,cat_005,Cameron-Parsons,92.32
prod_03008,Reduced Static Challenge,cat_005,Cameron-Parsons,91.62
prod_00617,Monitored Fault-Tolerant Graphical User Interface,cat_014,"Anderson, Walls and Duncan",90.58
prod_01133,Networked Impactful Pricing Structure,cat_013,Smith Ltd,90.07
prod_02126,Optional Asymmetric Benchmark,cat_010,Burns-Rodriguez,89.46
prod_04568,Intuitive Zero Tolerance Structure,cat_005,Cameron-Parsons,88.38
prod_03709,Intuitive Composite Application,cat_005,Cameron-Parsons,85.69
prod_04429,Optional Stable Flexibility,cat_004,Kelly-Santiago,84.39
prod_02223,Robust Dynamic Moderator,cat_022,Preston Ltd,84.01
prod_00397,Mandatory Real-Time Circuit,cat_011,Spence PLC,83.32
prod_01105,Cross-Platform Context-Sensitive Leverage,cat_024,"Patterson, Smith and Jones",83.26
prod_02076,Public-Key Interactive Open Architecture,cat_014,"Anderson, Walls and Duncan",80.97
prod_01621,Up-Sized Leadingedge Parallelism,cat_018,Phillips Inc,80.52
prod_02525,Future-Proofed Neutral Capability,cat_015,Owens-Daniel,80.22
prod_03195,Automated Bifurcated Model,cat_011,Spence PLC,79.11
prod_00953,Team-Oriented Tangible Process Improvement,cat_008,Rodriguez-Graham,78.62
prod_01366,Focused Radical Emulation,cat_009,Skinner-Romero,78.56
prod_02620,Cross-Group Transitional Emulation,cat_007,"Moore, Becker and Carlson",78.46
prod_01190,Re-Engineered Solution-Oriented Projection,cat_003,Bush Inc,78.39
prod_02034,Re-Engineered Explicit Analyzer,cat_003,Bush Inc,78.0
prod_03473,Profound Global Graphical User Interface,cat_014,"Anderson, Walls and Duncan",76.89
prod_03396,Reverse-Engineered Exuding Orchestration,cat_008,Rodriguez-Graham,76.68
prod_01338,Function-Based Composite Approach,cat_017,Hancock Inc,76.08
prod_00083,Extended Heuristic Website,cat_020,"Brewer, Bryant and Hickman",74.79
prod_03819,Profound Composite Infrastructure,cat_009,Skinner-Romero,74.44
prod_01125,Vision-Oriented Tertiary Infrastructure,cat_002,James LLC,69.75
prod_03765,Triple-Buffered Mission-Critical Portal,cat_005,Cameron-Parsons,67.49
prod_01999,Mandatory Foreground Initiative,cat_008,Rodriguez-Graham,66.54
prod_04892,Function-Based Homogeneous Emulation,cat_001,Baldwin Ltd,66.3
prod_00675,Diverse Leadingedge Knowledgebase,cat_012,Carney-Santos,65.5
prod_00699,Sharable Radical Archive,cat_019,Powell PLC,64.16
prod_01895,Optional Client-Server Firmware,cat_013,Smith Ltd,63.510000000000005
prod_01005,Reverse-Engineered Needs-Based Support,cat_017,Hancock Inc,63.42
prod_03277,Automated Stable Orchestration,cat_009,Skinner-Romero,63.09
prod_00880,Right-Sized Impactful Protocol,cat_009,Skinner-Romero,62.44
prod_04715,Open-Architected Intangible Interface,cat_022,Preston Ltd,62.15
prod_01389,Function-Based Fresh-Thinking Solution,cat_015,Owens-Daniel,59.04
prod_04018,Profit-Focused Analyzing Infrastructure,cat_019,Powell PLC,52.95
prod_04228,Networked Encompassing Complexity,cat_005,Cameron-Parsons,50.76
prod_01134,Horizontal Transitional Policy,cat_018,Phillips Inc,50.3
prod_02539,Digitized Mission-Critical Array,cat_022,Preston Ltd,50.18
prod_01765,Face-To-Face Neutral Installation,cat_021,Mitchell-Kim,50.099999999999994
prod_04375,Object-Based Multi-Tasking Matrices,cat_003,Bush Inc,49.24
prod_00398,Universal Foreground Superstructure,cat_019,Powell PLC,49.16
prod_01522,Re-Engineered Actuating Protocol,cat_003,Bush Inc,49.02
prod_01151,Multi-Tiered Non-Volatile Matrices,cat_007,"Moore, Becker and Carlson",47.11
prod_02123,Configurable Analyzing Alliance,cat_016,Wright-Leblanc,46.48
prod_02513,Monitored High-Level Knowledge User,cat_008,Rodriguez-Graham,46.35
prod_00153,Vision-Oriented Incremental Analyzer,cat_017,Hancock Inc,45.54
prod_04233,Open-Architected 3Rdgeneration Architecture,cat_018,Phillips Inc,44.88
prod_03475,Synchronized Global Task-Force,cat_020,"Brewer, Bryant and Hickman",44.28
prod_02909,Compatible Non-Volatile Artificial Intelligence,cat_002,James LLC,42.73
prod_02279,Focused Upward-Trending Groupware,cat_023,King-Odonnell,40.24
prod_03206,Innovative 6Thgeneration Emulation,cat_010,Burns-Rodriguez,39.28
prod_04948,Optional Encompassing Conglomeration,cat_004,Kelly-Santiago,38.58
prod_04615,Object-Based Explicit Encryption,cat_015,Owens-Daniel,38.44
prod_01938,Function-Based Optimal Artificial Intelligence,cat_012,Carney-Santos,38.04
prod_00078,Polarized Maximized Internet Solution,cat_017,Hancock Inc,38.04
prod_03384,Ameliorated Tertiary Customer Loyalty,cat_012,Carney-Santos,37.48
prod_03391,Team-Oriented Tertiary Matrix,cat_013,Smith Ltd,36.96
prod_00319,Profit-Focused Holistic Encoding,cat_001,Baldwin Ltd,31.19
prod_03054,Proactive Executive Capacity,cat_007,"Moore, Becker and Carlson",27.87
prod_00124,Function-Based 4Thgeneration Array,cat_019,Powell PLC,27.05
prod_04934,Multi-Layered Optimizing Interface,cat_017,Hancock Inc,25.52
prod_01400,Front-Line Didactic Parallelism,cat_024,"Patterson, Smith and Jones",24.18
prod_04724,Robust Motivating Alliance,cat_017,Hancock Inc,23.02
prod_01699,Centralized Static Hierarchy,cat_024,"Patterson, Smith and Jones",22.33
prod_00779,User-Centric Tangible Help-Desk,cat_011,Spence PLC,22.33
prod_02519,Compatible Composite Intranet,cat_014,"Anderson, Walls and Duncan",20.02
prod_02969,Integrated Non-Volatile Protocol,cat_016,Wright-Leblanc,20.01
prod_02759,Secured Bi-Directional Algorithm,cat_012,Carney-Santos,17.75
prod_03609,Versatile Needs-Based Project,cat_000,"Rodriguez, Figueroa and Sanchez",16.84
prod_04068,Progressive Coherent Secured Line,cat_003,Bush Inc,16.2
prod_00882,Streamlined Modular Frame,cat_017,Hancock Inc,15.95
prod_03572,Integrated National Standardization,cat_015,Owens-Daniel,11.93
prod_03057,Expanded Tertiary Conglomeration,cat_000,"Rodriguez, Figueroa and Sanchez",10.28
prod_00704,Centralized Hybrid Middleware,cat_017,Hancock Inc,10.16
prod_02561,Seamless Full-Range Capability,cat_007,"Moore, Becker and Carlson",7.92
